policy,profit,revenue,holding_cost,stockout_cost_unweighted,service_level,avg_end_inventory,avg_order_qty,avg_historical_order_qty,mean_abs_deviation_units,n_seeds,profit_std,revenue_std,holding_cost_std,stockout_cost_unweighted_std,service_level_std,avg_end_inventory_std,avg_order_qty_std,avg_historical_order_qty_std,mean_abs_deviation_units_std
historical_replay,7563135.812649537,28967370.513499998,643177.9635600001,3194087.1204999997,0.7740916399146085,129.58481481481482,105.17851851851852,109.74333333333334,2.49,1,,,,,,,,,
historical_baseline,15905455.72330021,35888035.09683333,1086230.8171,519315.4008333333,0.9735652024283877,242.62345679012347,133.9714814814815,109.74333333333334,94.7362962962963,3,34834.74042125438,142693.93879304317,53341.13809723222,53505.901999864785,0.003238473888147081,11.370171385539175,0.6367590909580437,0.0,3.992680357037173
zero_stockout,17902071.37243859,36871778.83016667,1173232.16527,143809.84933333332,0.9932510427477276,268.23500000000007,136.86734567901235,109.74333333333334,194.771975308642,3,133747.05199533494,162827.6119206257,27520.79060464614,62395.81160728918,0.0026243908629950733,4.270999620370121,0.3717257760546601,0.0,1.1939414004349755
high_holding_stockout_tolerant,17356008.238744747,33741804.08033333,863303.0416450001,1335349.8114999998,0.9373352082179455,214.80932098765433,128.57962962962964,109.74333333333334,178.2604938271605,3,244488.66072355688,217075.01070398712,9258.032551327618,82880.40052378472,0.003724700288820729,2.730420825666046,0.5614077262708426,0.0,5.452922818185515
pure_profit,17751349.712448213,35331406.46216667,1052486.562105,733259.3415,0.9665299040510771,249.50938271604937,133.04234567901236,109.74333333333334,201.92691358024692,3,299140.08637551684,540298.881881859,23686.500759530863,206373.99716307028,0.009741384286502123,4.0467284299008925,1.3865627104379867,0.0,5.369118083026608
